g	#	1
s	6	26
e	1	3	12	0.594374	1
e	1	4	54	0.610171	2
e	2	5	69	0.845315	3
e	2	4	78	0.973518	4
e	2	1	68	0.683314	5
e	2	3	71	0.649874	6
e	2	5	91	0.76971	7
e	2	5	93	0.564907	8
e	3	4	71	0.978209	9
e	3	1	83	0.513008	10
e	3	2	94	0.917959	11
e	4	3	37	0.757566	12
e	4	5	91	0.622344	13
e	4	5	91	0.922499	14
e	5	1	8	0.929452	15
e	5	6	42	0.596471	16
e	5	4	51	0.619999	17
e	5	3	22	0.567811	18
e	5	4	60	0.838808	19
e	5	2	76	0.89412	20
e	6	5	28	0.724482	21
e	6	3	13	0.566668	22
e	6	2	92	0.661718	23
e	6	5	2	0.953585	24
e	6	4	6	0.795127	25
e	6	1	24	0.771182	26
g	#	0
