g	#	1
s	15	42
e	2	10	5	0.890256	1
e	2	12	5	0.978327	2
e	4	1	5	0.654049	3
e	4	3	5	0.759268	4
e	4	6	5	0.881444	5
e	4	7	5	0.751604	6
e	4	10	5	0.970316	7
e	4	12	5	0.504829	8
e	5	4	5	0.561122	9
e	5	9	5	0.955892	10
e	5	11	5	0.636586	11
e	5	12	5	0.589758	12
e	5	13	5	0.900249	13
e	5	14	5	0.57235	14
e	6	2	5	0.758197	15
e	6	3	5	0.928012	16
e	6	8	5	0.864727	17
e	6	14	5	0.906455	18
e	6	15	5	0.9393	19
e	7	1	5	0.535836	20
e	7	2	5	0.899351	21
e	7	3	5	0.90171	22
e	7	6	5	0.901651	23
e	7	11	5	0.634686	24
e	7	13	5	0.957452	25
e	8	7	5	0.952886	26
e	8	11	5	0.694456	27
e	9	7	5	0.986358	28
e	9	12	5	0.847627	29
e	9	13	5	0.830856	30
e	10	9	5	0.948779	31
e	10	12	5	0.570232	32
e	11	9	5	0.872111	33
e	12	6	5	0.59266	34
e	12	11	5	0.686323	35
e	13	6	5	0.534994	36
e	13	11	5	0.969945	37
e	13	14	5	0.54442	38
e	13	15	5	0.524906	39
e	15	2	5	0.975	40
e	15	5	5	0.568407	41
e	15	7	5	0.850083	42
g	#	0
