g	#	1
s	15	21
e	1	8	5	0.617458	1
e	2	7	5	0.983177	2
e	2	11	5	0.943304	3
e	2	15	5	0.802594	4
e	3	1	5	0.940963	5
e	3	10	5	0.704067	6
e	3	12	5	0.796681	7
e	5	12	5	0.870711	8
e	6	2	5	0.847873	9
e	6	5	5	0.996673	10
e	6	11	5	0.969278	11
e	6	14	5	0.940445	12
e	7	1	5	0.762334	13
e	7	8	5	0.813649	14
e	7	10	5	0.733795	15
e	7	11	5	0.92711	16
e	11	10	5	0.990867	17
e	13	3	5	0.676298	18
e	13	4	5	0.71137	19
e	14	2	5	0.552444	20
e	15	12	5	0.541824	21
g	#	2
s	15	32
e	2	6	5	0.718593	1
e	2	10	5	0.895601	2
e	3	1	5	0.963481	3
e	3	8	5	0.622004	4
e	4	2	5	0.527395	5
e	4	6	5	0.514241	6
e	4	8	5	0.517648	7
e	4	9	5	0.867346	8
e	5	6	5	0.926031	9
e	5	8	5	0.505058	10
e	5	15	5	0.582518	11
e	6	1	5	0.953332	12
e	7	3	5	0.592948	13
e	8	2	5	0.748205	14
e	8	6	5	0.971996	15
e	9	1	5	0.999208	16
e	9	14	5	0.967338	17
e	10	9	5	0.643314	18
e	10	11	5	0.555545	19
e	10	14	5	0.716428	20
e	11	2	5	0.88916	21
e	11	4	5	0.905171	22
e	11	6	5	0.70675	23
e	12	2	5	0.833104	24
e	13	4	5	0.879874	25
e	14	5	5	0.829382	26
e	14	6	5	0.765739	27
e	14	15	5	0.794047	28
e	15	4	5	0.842221	29
e	15	7	5	0.826257	30
e	15	12	5	0.835208	31
e	15	13	5	0.821897	32
g	#	3
s	15	42
e	2	10	5	0.890256	1
e	2	12	5	0.978327	2
e	4	1	5	0.654049	3
e	4	3	5	0.759268	4
e	4	6	5	0.881444	5
e	4	7	5	0.751604	6
e	4	10	5	0.970316	7
e	4	12	5	0.504829	8
e	5	4	5	0.561122	9
e	5	9	5	0.955892	10
e	5	11	5	0.636586	11
e	5	12	5	0.589758	12
e	5	13	5	0.900249	13
e	5	14	5	0.57235	14
e	6	2	5	0.758197	15
e	6	3	5	0.928012	16
e	6	8	5	0.864727	17
e	6	14	5	0.906455	18
e	6	15	5	0.9393	19
e	7	1	5	0.535836	20
e	7	2	5	0.899351	21
e	7	3	5	0.90171	22
e	7	6	5	0.901651	23
e	7	11	5	0.634686	24
e	7	13	5	0.957452	25
e	8	7	5	0.952886	26
e	8	11	5	0.694456	27
e	9	7	5	0.986358	28
e	9	12	5	0.847627	29
e	9	13	5	0.830856	30
e	10	9	5	0.948779	31
e	10	12	5	0.570232	32
e	11	9	5	0.872111	33
e	12	6	5	0.59266	34
e	12	11	5	0.686323	35
e	13	6	5	0.534994	36
e	13	11	5	0.969945	37
e	13	14	5	0.54442	38
e	13	15	5	0.524906	39
e	15	2	5	0.975	40
e	15	5	5	0.568407	41
e	15	7	5	0.850083	42
g	#	4
s	15	53
e	2	1	5	0.876342	1
e	2	5	5	0.911806	2
e	2	8	5	0.832756	3
e	2	9	5	0.94225	4
e	2	12	5	0.974249	5
e	2	15	5	0.740741	6
e	3	1	5	0.838199	7
e	3	7	5	0.867003	8
e	3	10	5	0.86545	9
e	3	11	5	0.806292	10
e	3	15	5	0.507692	11
e	4	2	5	0.960686	12
e	4	3	5	0.784236	13
e	4	5	5	0.787316	14
e	4	6	5	0.602548	15
e	4	12	5	0.63246	16
e	4	13	5	0.725948	17
e	4	14	5	0.50367	18
e	5	1	5	0.871539	19
e	5	9	5	0.857112	20
e	5	11	5	0.845534	21
e	5	12	5	0.546819	22
e	5	14	5	0.587658	23
e	6	10	5	0.698618	24
e	6	12	5	0.629294	25
e	6	14	5	0.771971	26
e	6	15	5	0.503425	27
e	7	6	5	0.747363	28
e	7	12	5	0.511711	29
e	7	13	5	0.92545	30
