g	#	1
s	15	32
e	2	6	5	0.718593	1
e	2	10	5	0.895601	2
e	3	1	5	0.963481	3
e	3	8	5	0.622004	4
e	4	2	5	0.527395	5
e	4	6	5	0.514241	6
e	4	8	5	0.517648	7
e	4	9	5	0.867346	8
e	5	6	5	0.926031	9
e	5	8	5	0.505058	10
e	5	15	5	0.582518	11
e	6	1	5	0.953332	12
e	7	3	5	0.592948	13
e	8	2	5	0.748205	14
e	8	6	5	0.971996	15
e	9	1	5	0.999208	16
e	9	14	5	0.967338	17
e	10	9	5	0.643314	18
e	10	11	5	0.555545	19
e	10	14	5	0.716428	20
e	11	2	5	0.88916	21
e	11	4	5	0.905171	22
e	11	6	5	0.70675	23
e	12	2	5	0.833104	24
e	13	4	5	0.879874	25
e	14	5	5	0.829382	26
e	14	6	5	0.765739	27
e	14	15	5	0.794047	28
e	15	4	5	0.842221	29
e	15	7	5	0.826257	30
e	15	12	5	0.835208	31
e	15	13	5	0.821897	32
g	#	0
